檔案名稱,資料連結,說明,資料提供聯絡人,資料提供聯絡人電話
各國颱風路徑,https://dwfile.ncdr.nat.gov.tw/opendata/NSTC/TYRoute/TYRoute.kml,颱風警報期間，蒐集美國、日本、韓國、台灣等颱風預測路徑。,黃俊宏,(02)81958671
